trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_FE
36,24.732357025146484,2025-09-04 10:27:51.475774,2025-09-04 10:27:51.516498,164.4070842648351,17.13566562385387,174.1880316628004,0.31996494958337784,1829.8347804891232,196.47979649344063,24.419381501769497,52.045444194396346,0.2689407198728276
37,25.242883682250977,2025-09-04 10:27:51.517502,2025-09-04 10:27:51.552697,169.4887561567465,16.309930682968865,221.25393298109822,0.29809352358709923,1759.2047203719367,179.97110779703448,19.490411441576477,38.3518402541346,0.21397839047822326
38,27.736572265625,2025-09-04 10:27:51.553223,2025-09-04 10:27:51.586850,166.27042378645405,17.51408439186343,180.96509146212952,0.3347021608988824,1848.1226034381273,185.10762816334935,29.817646612458464,44.02473115064187,0.26277590411229623
39,25.156465530395508,2025-09-04 10:27:51.587853,2025-09-04 10:27:51.624501,166.49868420831126,15.272608039483117,210.61928936220698,0.30722064252598336,1856.9913897490196,185.61583737392309,31.491028926651204,44.17593333389597,0.23464194951400508
40,27.340272903442383,2025-09-04 10:27:51.625004,2025-09-04 10:27:51.662522,169.65283486481695,17.83642833825188,187.93846439185248,0.341212009351313,1839.910826183837,190.504978516895,27.852410931403202,32.70977148480743,0.16092132401992446
41,27.844955444335938,2025-09-04 10:27:51.662522,2025-09-04 10:27:51.700352,167.1374736638808,17.232562086788178,180.55941371204818,0.33518060408063133,1829.2646419219593,172.42539189845914,29.634050314698563,41.159888239421946,0.27209410640936055
42,27.844955444335938,2025-09-04 10:27:51.700352,2025-09-04 10:27:51.742041,166.69052622091965,17.364996167009178,180.50681464717402,0.33902104416340484,1824.6471156414393,171.98746621271806,29.521280946304355,36.21663965180012,0.27119276284542193
43,25.18045997619629,2025-09-04 10:27:51.742041,2025-09-04 10:27:51.780751,164.09270208812518,16.488896240220082,239.36788027145573,0.2945898668959109,1821.6495219597064,171.62730216785081,26.643469254813553,35.678309197306454,0.28334061188854365
44,26.795154571533203,2025-09-04 10:27:51.782253,2025-09-04 10:27:51.822478,175.61869708676156,15.509784432372655,186.21093361097854,0.3591642690226829,1791.5520031989474,171.61952536473387,29.676326936919764,37.367121472234466,0.24368533292722747
45,26.484355926513672,2025-09-04 10:27:51.822478,2025-09-04 10:27:51.861941,167.0323138840494,14.147976881922114,194.84356481676113,0.3116052743387891,1837.0726901733683,175.9822190488349,25.574716173290227,40.260654563772206,0.1788656581430439
46,27.183752059936523,2025-09-04 10:27:51.862443,2025-09-04 10:27:51.902239,168.0518691922326,11.951987513205712,173.1567688083838,0.3395938899528077,1820.0661859441684,171.44993999319513,27.072553268119833,29.27616656851916,0.31779015026252927
47,27.800233840942383,2025-09-04 10:27:51.902239,2025-09-04 10:27:51.941980,170.0390815531481,16.117562582053687,180.23237576155879,0.365573696229266,1842.311842550982,180.28131176567396,29.419160013317498,37.12847210503286,0.38068792449794286
48,25.97347640991211,2025-09-04 10:27:51.941980,2025-09-04 10:27:51.980296,172.60284355611017,9.920522760194887,189.7601909213919,0.36349023494189664,1747.8257571088784,179.91967529832394,29.853082570163636,41.170167224106166,0.22452734202517077
49,22.038673400878906,2025-09-04 10:27:51.980798,2025-09-04 10:27:52.015022,170.0714804690329,15.96289698170803,180.34488229133737,0.3720008363839908,1797.4738450429152,224.83392998803225,24.85802411430181,36.81104840456621,0.3845568847025691
